Age,Income,Coapplicant_Income,Dependents,Employ_Status,Debt,PrevLDefault,CIBIL_Score,Loan_Approval
79,43714,23137,4,Employed,59058,1,423,0
40,94838,60161,5,Unemployed,13482,0,576,0
46,131915,61015,4,Self-employed,68668,1,417,0
37,126159,98572,3,Self-employed,15596,0,632,0
55,130133,15200,3,Employed,76117,0,566,1
72,101358,89529,5,Employed,46254,1,476,1
52,63205,28947,2,Employed,87270,1,456,0
21,128270,70832,3,Unemployed,8465,0,577,0
38,49728,38113,4,Self-employed,83861,0,578,0
22,131602,82343,0,Self-employed,52647,0,609,1
62,88928,13236,1,Employed,8385,1,460,1
43,21463,21643,0,Employed,64118,0,567,1
71,118460,66211,3,Unemployed,86833,1,447,1
54,39941,47258,2,Self-employed,98386,1,464,1
42,92351,42986,0,Unemployed,84129,1,499,1
72,52771,35905,0,Self-employed,7779,0,585,1
73,122422,83722,5,Employed,12315,0,610,1
79,60430,8964,2,Unemployed,20577,0,598,1
60,82730,32755,5,Self-employed,34034,1,451,0
67,51029,40612,4,Self-employed,70515,0,530,0
54,123709,71808,4,Self-employed,13468,0,614,0
54,43789,94412,1,Employed,32478,0,647,0
70,88376,27417,1,Employed,82421,1,469,1
46,36747,43361,1,Employed,6224,0,648,1
59,147793,66016,1,Employed,57533,1,489,0
78,98894,80514,3,Employed,87347,0,606,1
76,48538,68683,5,Self-employed,4166,0,579,0
48,38798,33325,2,Unemployed,1392,0,596,1
63,114282,68447,0,Self-employed,63132,0,628,0
23,125107,40254,3,Employed,85796,1,429,1
71,44849,95009,5,Employed,7195,1,419,1
34,141608,11597,2,Unemployed,50120,1,494,0
30,51807,82781,2,Unemployed,5321,1,471,1
80,20939,69016,1,Employed,28144,1,445,0
23,120902,92889,0,Unemployed,78867,1,486,0
28,96403,47315,3,Unemployed,87312,1,410,0
22,71616,15508,1,Employed,25164,1,498,0
68,58951,35470,4,Unemployed,6513,1,424,1
62,54399,39978,4,Self-employed,81620,0,594,1
61,96255,16050,2,Unemployed,4956,0,617,1
77,137449,95007,4,Unemployed,41787,1,423,0
55,146632,16544,5,Employed,69988,1,410,1
48,73064,9131,3,Employed,12485,1,432,0
51,24650,27399,0,Unemployed,44612,1,478,1
77,103928,44567,3,Self-employed,28900,0,587,1
39,88530,39383,2,Employed,75328,1,450,1
78,31477,65276,4,Employed,10338,1,465,0
49,70210,53492,3,Unemployed,84604,0,591,1
39,141593,95994,3,Unemployed,49956,0,602,1
46,146669,45722,3,Unemployed,27849,0,580,0
35,84273,74752,4,Self-employed,7434,0,558,1
43,68587,2583,2,Unemployed,55881,0,552,0
62,147164,81594,1,Unemployed,87546,0,620,1
43,76559,29530,5,Employed,20592,1,434,0
80,87998,38663,5,Employed,75112,0,576,0
60,19014,33904,3,Self-employed,67152,1,462,1
79,80165,49235,5,Employed,16862,1,408,0
80,91443,29425,1,Employed,64605,1,504,0
37,19881,4138,0,Employed,64214,0,601,0
76,49686,21747,1,Unemployed,11899,0,608,0
22,67774,27868,3,Employed,76072,0,605,0
80,68221,7542,0,Employed,97230,0,591,0
60,75913,58568,5,Employed,74842,0,530,1
70,24707,51777,3,Unemployed,50166,0,598,0
27,75424,85669,1,Employed,81319,0,590,0
65,131705,57964,4,Employed,71755,0,541,1
46,148651,17729,2,Employed,69281,1,429,1
56,99392,94287,0,Self-employed,48300,1,451,1
67,28968,50475,5,Employed,2820,0,601,1
70,47652,86038,4,Self-employed,31476,0,576,1
59,131065,25334,2,Self-employed,28531,0,604,1
58,79968,76105,3,Employed,64368,1,456,1
35,83886,74228,5,Employed,92118,1,422,0
71,149860,74971,4,Self-employed,96256,0,563,0
55,120921,11159,2,Unemployed,53482,1,469,1
74,106766,89434,3,Self-employed,94272,1,411,0
79,74168,68147,2,Employed,32305,1,474,0
22,139729,22824,4,Self-employed,22119,0,616,0
27,136520,99223,4,Employed,45925,1,445,1
32,108111,49591,4,Employed,44831,0,597,1
77,67826,86031,3,Self-employed,7421,1,504,0
47,106245,248,1,Unemployed,53985,1,435,1
37,19561,41242,2,Self-employed,90806,1,462,0
63,20830,88164,0,Employed,99715,1,502,0
44,107308,3581,5,Employed,1563,0,588,0
38,35083,84239,3,Employed,36557,1,448,0
58,107948,78890,3,Unemployed,75748,1,450,1
37,130584,20748,1,Unemployed,29938,1,501,1
49,28738,68827,5,Employed,25499,1,402,1
51,45319,36605,1,Unemployed,94160,1,488,0
41,133414,61825,0,Unemployed,26317,0,633,1
47,55404,89603,3,Self-employed,56255,0,582,0
53,50238,9447,4,Unemployed,97432,0,561,1
50,60616,69243,5,Unemployed,3473,0,615,0
67,74261,99710,5,Self-employed,91006,0,535,0
77,79178,40933,2,Self-employed,63160,0,602,0
76,64626,52860,4,Self-employed,11374,0,580,1
62,136784,3926,5,Unemployed,34449,0,536,1
21,130761,55163,0,Employed,56675,0,584,1
48,105991,15246,5,Self-employed,35914,0,574,1
63,130096,35234,1,Employed,25595,0,611,0
39,107399,7853,3,Employed,10125,0,570,1
64,32011,34316,2,Employed,62326,1,426,1
48,25075,30455,2,Unemployed,37938,1,434,0
65,119832,86315,1,Self-employed,549,0,648,0
44,51221,31616,4,Self-employed,78964,1,415,0
27,63049,35032,0,Employed,69535,1,507,1
48,51007,3853,2,Unemployed,46266,1,474,0
72,133981,95716,3,Unemployed,22539,0,586,0
50,47444,20679,2,Self-employed,50960,0,556,0
22,41571,77832,0,Unemployed,32173,1,489,1
78,20940,14219,2,Employed,83272,0,559,0
64,120792,88920,2,Unemployed,49571,1,437,1
77,75014,7244,5,Employed,91509,0,553,1
53,89088,51255,5,Employed,85852,0,536,0
28,52178,69166,3,Employed,31369,1,472,0
56,92197,13976,3,Employed,6701,1,428,1
57,115897,60767,2,Self-employed,47512,0,616,0
43,68857,48456,1,Employed,18492,0,588,0
68,107299,91019,1,Self-employed,87655,0,561,1
69,101992,50398,3,Unemployed,91444,1,440,1
49,96932,37227,0,Self-employed,57522,1,450,0
64,19762,60048,4,Employed,57090,1,465,1
71,34869,55481,3,Unemployed,99214,0,526,0
36,36363,17454,0,Unemployed,61964,1,480,0
74,59656,49433,1,Employed,1991,0,612,0
36,106034,71775,4,Employed,60917,1,450,1
49,89515,42540,2,Self-employed,99100,0,586,0
62,74813,26538,2,Unemployed,99927,1,458,0
31,40557,1919,5,Unemployed,42661,0,577,0
37,143948,19571,1,Unemployed,14119,0,605,1
22,69919,52755,3,Unemployed,84513,0,603,1
59,16378,42087,5,Self-employed,64240,0,580,1
36,34021,24949,0,Self-employed,50089,1,476,1
28,68339,31156,0,Self-employed,11938,0,648,1
43,22607,6904,1,Employed,59378,0,568,0
51,28538,91894,0,Employed,8104,0,615,1
44,147749,87049,3,Employed,81481,0,581,1
34,138922,89173,0,Unemployed,15962,0,640,1
41,24261,46376,0,Employed,26684,0,602,0
63,125868,70639,5,Self-employed,60014,0,564,1
47,112361,93896,4,Employed,50918,1,485,1
67,73064,90758,0,Unemployed,26791,0,603,0
30,27782,36980,4,Employed,20934,0,617,1
25,68344,11957,2,Employed,33885,0,614,0
71,26226,75484,1,Self-employed,4670,1,475,0
33,133376,47177,3,Self-employed,7250,0,600,0
29,106440,7123,4,Unemployed,48267,1,481,0
46,122464,47801,2,Self-employed,38726,0,576,0
60,109536,64622,1,Employed,88010,1,479,1
80,84698,33523,5,Self-employed,24645,1,473,0
80,21384,57809,3,Self-employed,85855,0,529,0
74,122478,77297,1,Unemployed,15939,0,627,1
32,118405,87087,2,Employed,50024,0,615,0
27,19103,65863,4,Unemployed,77274,0,557,1
21,56878,82144,2,Employed,5897,1,476,1
32,129906,60281,0,Self-employed,46042,1,496,1
39,65797,49174,5,Self-employed,42656,1,429,0
26,144200,32376,0,Employed,91884,1,450,0
60,126601,92869,3,Unemployed,38192,0,613,0
40,103526,96492,3,Self-employed,1250,1,474,1
74,33567,42302,1,Employed,96379,1,470,0
27,82313,71146,4,Employed,20461,1,446,0
58,71209,51028,2,Employed,68316,1,444,0
50,52143,40571,0,Unemployed,91059,1,449,1
45,106736,21573,5,Employed,60548,0,583,1
50,103557,14148,2,Employed,79776,0,597,0
70,45895,65501,4,Self-employed,13388,1,457,0
39,54193,32154,3,Unemployed,44097,0,574,0
74,61381,69977,4,Self-employed,95750,1,392,0
22,112330,86188,5,Employed,76766,0,570,1
44,44943,79935,2,Self-employed,76471,0,597,1
70,81698,40322,0,Unemployed,62174,0,642,1
41,19258,26682,3,Unemployed,12710,0,564,1
61,109903,89723,1,Unemployed,96526,1,429,0
34,21292,43446,2,Unemployed,84211,0,610,0
66,87764,18382,5,Self-employed,7270,1,464,0
21,86799,48453,2,Employed,58445,1,470,1
56,140856,43813,2,Self-employed,50129,0,570,0
31,92141,13110,3,Unemployed,45575,0,586,1
58,37477,955,5,Employed,25024,0,539,1
74,57022,73440,5,Self-employed,12411,1,444,0
21,65774,97627,0,Unemployed,71040,0,633,0
56,133284,25578,2,Employed,10175,1,481,0
53,63582,70383,1,Unemployed,6865,1,463,1
63,51180,50801,0,Self-employed,13714,1,463,0
51,18580,7487,1,Self-employed,95022,1,462,1
63,110779,81457,5,Employed,30168,0,587,0
65,141644,26652,5,Employed,84422,1,419,1
33,42183,24665,5,Unemployed,37777,1,401,1
23,84109,50790,1,Unemployed,64265,1,447,0
39,116385,6165,2,Unemployed,28762,0,614,1
23,68941,49666,5,Self-employed,20822,1,465,1
53,135489,38954,5,Unemployed,4600,0,570,0
67,41073,3078,3,Self-employed,82249,0,564,1
42,46829,9811,5,Unemployed,64897,0,552,0
52,53430,50645,5,Unemployed,18048,0,542,1
54,68421,24308,1,Unemployed,31625,0,619,0
62,136610,49865,3,Self-employed,29962,1,494,0
60,32692,518,2,Unemployed,43767,1,418,1
47,60237,20832,5,Unemployed,23203,0,597,1
29,69156,92719,3,Self-employed,87943,1,478,1
43,26923,98418,5,Unemployed,78957,0,561,1
70,43721,31078,0,Self-employed,84793,0,614,1
67,113142,53135,2,Unemployed,74052,1,436,0
76,46295,38639,1,Employed,23308,0,598,1
46,68489,21493,0,Unemployed,48620,0,584,0
25,62767,46260,5,Employed,61750,1,395,0
21,103162,39349,4,Employed,70678,0,557,1
39,103114,68451,4,Self-employed,394,1,496,0
34,78155,68024,0,Unemployed,90128,0,560,0
31,101054,8182,3,Self-employed,81161,0,533,0
29,133962,74290,5,Unemployed,36834,0,571,0
43,120323,85642,1,Self-employed,79565,0,561,1
31,93754,37519,5,Self-employed,8406,0,570,0
42,100026,1930,3,Unemployed,86288,1,420,1
74,73673,50600,1,Self-employed,27745,1,478,1
26,62869,33543,3,Self-employed,43903,0,621,0
52,103241,16994,4,Employed,50570,1,472,1
34,31697,32456,2,Self-employed,2250,1,451,1
58,141381,38486,4,Unemployed,12071,0,585,1
42,115033,8204,0,Self-employed,82829,1,504,0
65,65284,31686,0,Self-employed,97743,0,615,1
37,79154,3031,2,Employed,36217,0,630,1
63,140540,46115,0,Employed,18462,1,503,1
49,34593,44613,2,Unemployed,35248,0,610,0
21,134166,46462,5,Self-employed,78603,0,554,1
40,128462,5648,2,Employed,30654,1,452,0
71,86685,57,5,Unemployed,13100,1,445,0
56,41065,90440,1,Unemployed,16700,0,598,0
30,114818,49872,3,Employed,41484,0,600,0
49,53257,11627,5,Self-employed,5153,0,606,0
40,35465,17786,3,Unemployed,32593,0,604,0
52,126360,19109,0,Self-employed,14597,1,474,1
74,53001,95328,2,Employed,37586,1,435,0
44,78273,73050,0,Self-employed,96058,1,480,1
62,42470,18006,2,Employed,88677,1,450,1
63,93122,9346,3,Self-employed,23669,0,622,0
62,129686,70363,0,Self-employed,79516,0,591,1
66,69243,62361,0,Unemployed,42779,0,618,1
49,149307,2886,2,Self-employed,27286,0,565,1
21,128936,68885,0,Self-employed,91031,0,578,1
32,16121,20867,1,Self-employed,39111,0,627,0
78,81748,44939,1,Self-employed,70925,0,588,1
27,139215,6439,3,Unemployed,71305,0,599,0
47,25493,86988,0,Unemployed,55479,0,641,1
72,121818,99904,0,Unemployed,5873,0,624,1
32,100766,20492,0,Unemployed,75,0,614,0
75,85719,95451,3,Employed,34152,0,604,1
35,37203,98414,5,Self-employed,3166,1,448,1
44,58944,83722,5,Employed,34476,0,568,1
37,21837,17633,1,Self-employed,11757,1,489,0
52,71476,85318,2,Employed,13081,0,616,1
32,133867,86249,0,Unemployed,58032,0,599,0
48,48291,31952,0,Unemployed,78378,0,597,1
73,52399,75614,1,Self-employed,91665,0,605,0
37,83243,57416,0,Unemployed,23664,0,588,0
29,89735,76002,0,Employed,12173,1,522,1
46,31707,69593,5,Employed,5442,1,483,1
60,102433,87673,4,Employed,28470,0,576,0
58,32810,62748,0,Unemployed,49479,0,614,0
52,113195,5269,4,Self-employed,22549,0,593,1
69,57650,52855,0,Self-employed,23004,0,627,0
59,106562,95452,2,Unemployed,56116,1,444,1
54,34260,43574,1,Self-employed,77504,0,620,1
44,121047,64073,3,Unemployed,7017,0,624,1
80,113128,92876,4,Self-employed,11327,1,452,1
22,18864,79668,4,Self-employed,97019,1,389,0
50,147804,14502,3,Unemployed,5568,1,444,1
61,118371,78534,1,Self-employed,10980,1,465,0
73,86989,94493,4,Employed,59216,0,550,1
36,136675,65268,3,Unemployed,28223,1,504,0
28,139256,19998,5,Employed,94138,1,399,1
22,112349,29609,4,Unemployed,9087,0,580,0
44,34143,31938,1,Unemployed,2155,1,477,0
57,118072,80408,3,Employed,79106,0,574,1
53,112154,6004,4,Employed,6481,1,433,1
32,16746,79775,0,Self-employed,48254,1,495,1
48,59638,91874,1,Employed,2314,1,500,1
71,109070,17820,1,Unemployed,78417,0,587,0
70,146287,33251,3,Unemployed,34123,0,628,1
31,146204,80787,5,Employed,98834,1,409,0
80,58213,5421,0,Self-employed,65703,1,448,0
57,56900,70705,3,Employed,38750,1,438,1
24,28460,17080,1,Employed,19590,0,641,0
78,91948,45568,0,Self-employed,95044,1,506,0
37,106180,33070,4,Employed,26903,0,590,0
57,102778,1554,5,Self-employed,32582,0,588,0
29,84594,66679,3,Self-employed,76944,1,462,1
29,93349,69432,0,Unemployed,87762,1,511,1
51,65963,45572,5,Unemployed,81282,0,528,1
50,123814,5500,0,Self-employed,22255,1,455,1
69,109315,86377,3,Self-employed,69998,1,422,0
22,143120,58334,5,Unemployed,4792,0,556,0
49,49421,35756,2,Self-employed,98600,1,434,1
71,38783,1673,1,Employed,77665,0,626,1
69,28621,79925,0,Employed,79484,0,594,1
69,61191,89375,5,Self-employed,65819,0,561,0
66,145874,52814,5,Self-employed,77757,1,409,1
44,97481,97313,1,Self-employed,45496,0,635,1
54,17205,27699,4,Self-employed,51840,1,432,1
36,111555,11518,1,Self-employed,12511,1,506,0
32,147687,57416,5,Unemployed,89514,0,582,0
30,50802,85010,2,Employed,83624,0,603,0
30,147931,82013,3,Employed,68881,1,449,0
52,121168,21086,1,Self-employed,12468,0,623,0
79,28106,67770,0,Self-employed,45865,1,481,0
42,85957,18758,2,Self-employed,15830,1,489,0
33,46287,13870,0,Unemployed,96976,0,617,0
57,69051,82944,0,Unemployed,47525,0,645,1
35,96043,57436,5,Employed,48702,0,542,1
47,127484,55416,3,Unemployed,19,1,479,0
32,54702,88045,3,Self-employed,85367,1,428,0
68,30753,69370,3,Unemployed,9474,1,467,1
54,41784,1438,5,Self-employed,90109,1,374,0
33,99519,48169,4,Employed,30029,0,546,0
48,51241,46045,3,Self-employed,36779,0,564,0
49,50754,49245,1,Employed,34840,1,436,1
33,27272,96187,5,Self-employed,77911,0,550,1
22,91020,28189,3,Employed,35866,1,492,1
76,59688,72641,1,Employed,82004,1,433,1
43,110541,72287,4,Employed,2510,0,586,1
44,113937,68846,4,Employed,95872,1,408,0
42,139037,2108,2,Self-employed,46124,1,470,1
42,29366,87630,0,Self-employed,6710,1,483,0
61,77219,23554,3,Employed,23852,1,456,0
38,44061,99035,4,Self-employed,48197,1,424,1
50,99831,86208,2,Employed,45435,1,492,1
25,63678,68141,0,Self-employed,66466,1,504,0
46,114350,84200,1,Self-employed,15253,0,613,0
57,131260,80024,0,Employed,1109,0,617,0
49,126914,28174,0,Self-employed,51635,0,615,1
60,98313,18414,2,Employed,84285,1,486,1
76,23987,54377,3,Employed,94998,0,578,1
31,82150,69613,4,Employed,70940,1,414,1
78,53203,44026,2,Unemployed,40063,1,475,1
74,143128,32606,5,Unemployed,30659,1,425,0
65,59827,76583,1,Employed,72371,0,589,1
66,18136,28573,5,Unemployed,71093,1,448,0
58,111374,77868,5,Unemployed,66907,0,577,0
42,56806,5479,2,Employed,99628,0,599,0
44,132384,60787,1,Self-employed,38710,0,621,1
48,54269,22893,1,Unemployed,75821,1,424,1
65,26238,18306,3,Employed,83162,0,577,1
31,84479,16942,0,Unemployed,17593,0,583,0
23,112518,61096,4,Employed,29608,0,547,0
66,49865,19493,4,Self-employed,53092,0,598,0
55,70269,12515,0,Unemployed,43824,0,649,0
44,17866,76597,0,Self-employed,6960,1,477,0
75,124757,14493,4,Employed,45465,1,460,0
75,20734,53859,3,Unemployed,30647,1,438,1
28,74719,80109,0,Employed,25285,1,483,1
27,86062,64974,3,Self-employed,3891,0,563,1
74,94629,65820,2,Unemployed,12149,0,573,1
49,83320,42086,0,Unemployed,33303,0,637,0
64,36176,21598,1,Employed,86878,1,420,0
58,54300,82576,0,Self-employed,4424,0,650,1
57,120474,67811,4,Unemployed,23141,1,453,0
37,120634,5817,1,Unemployed,47892,1,485,1
48,82115,84556,1,Unemployed,31689,1,477,1
76,72344,47576,3,Employed,21124,0,566,1
25,94552,25614,5,Unemployed,23993,1,424,0
44,109972,24071,4,Unemployed,19318,0,616,1
61,44520,14777,3,Employed,79286,1,429,1
32,69919,8216,0,Unemployed,20058,1,523,1
79,122453,28737,1,Self-employed,32157,0,630,0
30,52238,24583,5,Self-employed,91571,0,530,0
77,84139,51041,2,Unemployed,87409,1,474,1
60,40734,79669,3,Employed,55933,0,618,0
35,144015,31809,5,Employed,81661,1,463,0
23,143081,52154,4,Employed,31469,1,420,0
40,18725,97501,0,Unemployed,2312,0,588,0
72,73772,58537,4,Employed,82948,0,545,0
71,112002,70315,3,Unemployed,71786,1,410,0
46,50510,6451,5,Self-employed,70597,0,584,0
29,24824,6203,1,Employed,45684,0,610,0
56,105588,65476,5,Self-employed,36551,0,541,0
46,84850,64439,1,Self-employed,47567,1,486,0
28,54954,53611,4,Employed,56797,0,559,1
24,67958,72370,0,Unemployed,69136,0,637,1
61,19833,67815,5,Unemployed,83691,1,444,0
28,143439,50591,4,Self-employed,50319,1,481,1
80,119686,68456,1,Self-employed,28674,0,580,1
46,85041,54389,1,Unemployed,65798,1,485,0
22,77084,87557,3,Employed,23600,1,492,0
66,146424,50655,2,Unemployed,43530,0,599,0
53,85564,7537,5,Self-employed,87359,0,541,1
74,94616,83786,0,Unemployed,18732,0,663,1
51,148237,84109,5,Unemployed,21445,0,590,0
36,33537,45840,0,Employed,52737,0,641,0
62,27752,24443,3,Self-employed,66821,1,448,0
41,51534,23327,5,Unemployed,23870,0,532,1
26,147010,72368,4,Self-employed,97502,0,529,1
39,81457,15281,3,Employed,99841,1,453,1
31,95782,79586,5,Self-employed,20681,1,409,1
59,133502,92247,5,Self-employed,6333,0,598,0
56,37155,10715,4,Employed,29689,1,473,0
25,141262,31608,3,Unemployed,19071,0,635,0
45,102426,1420,1,Employed,99232,0,596,0
24,100463,66264,0,Self-employed,49860,1,518,1
59,117297,5630,4,Employed,30123,0,541,1
51,33530,46336,5,Unemployed,40363,1,459,0
36,83900,80985,0,Unemployed,51452,1,471,0
49,87074,85399,1,Employed,75264,1,473,1
56,95133,33690,3,Unemployed,57535,0,555,0
37,46457,64255,2,Unemployed,79949,0,556,1
54,89005,53284,5,Unemployed,40634,0,566,0
79,138079,5490,3,Employed,67814,0,602,0
34,141910,94979,2,Unemployed,21385,0,614,0
69,149909,6684,1,Employed,41956,0,599,0
25,28162,62320,5,Employed,93399,1,410,0
46,85911,59369,1,Employed,35262,1,471,0
64,134512,21728,4,Unemployed,89538,1,398,0
60,84080,38166,3,Employed,61546,1,426,1
48,87794,6853,2,Self-employed,49861,1,425,1
39,119125,2591,4,Self-employed,24584,1,412,1
80,51358,64074,0,Self-employed,86402,1,492,1
50,136181,61552,1,Unemployed,65803,0,605,1
78,15332,8377,2,Unemployed,47956,1,472,0
78,139309,39847,0,Self-employed,77738,0,645,0
53,33182,32339,4,Employed,61249,0,551,1
29,112175,21393,5,Unemployed,67032,1,390,0
22,35165,48472,1,Employed,45720,0,598,1
78,53418,2204,4,Self-employed,29585,1,441,1
73,120142,18455,5,Self-employed,5223,0,586,0
72,99730,11088,5,Self-employed,33703,0,575,0
38,18189,75216,5,Self-employed,29163,0,545,0
62,132185,41637,0,Unemployed,38960,1,474,1
27,23124,36514,5,Self-employed,21444,1,460,0
79,124598,78228,1,Self-employed,63028,1,445,1
78,44406,23595,4,Self-employed,21061,1,484,1
53,68020,79586,3,Unemployed,53162,1,483,1
76,95934,30212,4,Employed,28056,0,548,0
59,120301,72068,3,Employed,56897,1,437,0
62,149338,44445,0,Employed,65481,0,645,1
34,68826,50528,2,Employed,53750,0,563,0
62,149084,80958,2,Self-employed,24477,0,601,0
22,56726,59811,4,Self-employed,38416,1,475,0
25,143380,60756,0,Unemployed,67098,0,609,1
30,54586,30559,5,Self-employed,87102,1,443,1
46,48536,92512,5,Self-employed,31398,1,464,0
48,115074,83421,0,Self-employed,80810,0,637,1
49,122972,14204,0,Employed,45465,1,463,0
25,120570,82873,5,Employed,53298,0,540,0
80,99620,48342,2,Employed,31992,1,448,0
28,120946,5090,4,Unemployed,50556,0,537,0
30,98851,70162,0,Employed,13729,0,662,1
44,24949,76987,0,Self-employed,2491,1,471,1
80,30233,87243,4,Employed,64133,1,429,1
47,76131,56701,5,Self-employed,9848,0,568,0
78,87506,63111,5,Employed,96911,0,570,0
32,124452,93874,5,Employed,15392,0,559,0
68,87680,63614,3,Employed,95293,1,405,1
22,82355,2081,2,Self-employed,39059,1,428,0
49,121447,22571,0,Self-employed,19540,0,644,1
52,60021,12194,0,Unemployed,92172,0,579,1
36,86082,3695,5,Unemployed,16675,0,543,1
53,61116,88340,1,Self-employed,76303,1,461,1
51,133325,98072,5,Employed,18657,0,547,1
61,67203,12022,0,Unemployed,32608,1,461,1
70,110456,33895,5,Unemployed,8871,1,483,0
23,97516,80044,0,Employed,12326,1,489,0
50,50225,80555,0,Unemployed,89160,0,608,1
44,22850,69683,2,Self-employed,64977,1,427,1
58,89912,2761,4,Employed,20056,1,425,0
42,100918,37314,0,Self-employed,88817,0,635,1
49,97085,8778,5,Employed,32330,0,594,1
53,30613,61157,1,Employed,55627,0,576,0
73,117902,69558,0,Unemployed,59135,1,478,1
27,16544,20880,1,Self-employed,12768,0,627,1
42,147753,60625,1,Unemployed,34579,1,504,1
55,47348,80906,3,Unemployed,90295,1,433,0
34,32600,66796,0,Employed,89298,1,455,0
22,116250,91784,5,Employed,41148,1,407,0
65,68955,89157,1,Self-employed,30470,0,571,1
63,63522,66680,3,Self-employed,84127,1,454,1
24,49303,9543,5,Employed,93103,1,394,0
24,84424,62530,1,Employed,51394,0,634,1
78,72633,4644,5,Unemployed,45321,0,527,1
64,74691,35362,3,Unemployed,98726,1,404,1
57,126503,22359,3,Employed,86251,1,443,1
78,22795,77272,4,Employed,13138,0,600,1
64,58652,65996,4,Self-employed,93193,1,397,0
31,26507,40232,3,Unemployed,94434,0,601,1
69,65478,83871,2,Employed,42636,0,595,0
52,50109,17590,2,Unemployed,21344,0,560,1
68,33790,28982,1,Self-employed,19544,0,634,0
26,108997,36003,2,Self-employed,12214,1,452,1
54,134193,61526,0,Self-employed,10363,1,527,0
69,52309,22299,0,Employed,40436,1,456,1
62,20796,76214,0,Employed,62378,0,636,0
59,59229,359,3,Employed,67139,0,556,1
42,81781,89083,4,Self-employed,6144,1,473,0
77,61502,48279,3,Self-employed,88143,0,540,1
76,129325,58200,2,Employed,26015,1,507,0
32,17438,15982,2,Employed,21721,0,571,0
54,135400,15464,3,Self-employed,31538,0,579,1
70,59998,13376,5,Employed,96457,1,416,1
54,109641,72050,3,Self-employed,1339,1,478,0
28,87604,40079,4,Employed,1199,0,608,1
51,133712,97468,0,Self-employed,65903,0,583,0
64,62005,6498,5,Employed,9271,0,568,0
74,21453,64339,2,Employed,47408,1,421,0
63,75606,55069,1,Employed,73663,1,435,1
80,29298,86368,0,Unemployed,36145,1,521,0
67,39428,60954,2,Employed,14630,0,619,0
70,145375,72473,2,Employed,60924,0,582,1
73,58103,78618,4,Employed,72562,0,585,1
26,110731,68151,4,Employed,88964,0,534,1
45,39082,76715,0,Self-employed,6105,0,653,1
29,19780,84365,5,Self-employed,2468,1,445,0
35,136909,90801,1,Unemployed,45551,0,637,0
73,39629,92636,4,Unemployed,903,1,452,0
24,27436,36518,3,Self-employed,89539,0,582,0
31,30932,94952,3,Self-employed,14724,0,611,1
53,69141,14894,2,Self-employed,27622,0,576,0
67,86506,87881,4,Employed,37315,1,446,0
41,52561,19967,2,Employed,1524,1,496,1
39,60829,35448,0,Self-employed,58380,0,638,0
46,44382,71700,3,Unemployed,82072,1,437,0
21,42745,23383,5,Self-employed,23432,1,450,0
32,61920,57778,3,Employed,16370,1,500,0
58,15914,485,3,Unemployed,12785,0,572,0
70,128012,52402,2,Employed,90006,0,577,0
80,41862,21224,4,Employed,4445,0,579,1
64,84582,74787,1,Employed,38987,0,609,1
65,71462,41805,0,Employed,25834,1,466,0
32,40811,83960,1,Self-employed,91644,0,614,0
50,59325,94958,5,Employed,28443,0,540,1
57,57755,52088,1,Self-employed,48702,1,496,0
34,63321,64377,5,Employed,76564,1,430,0
49,60019,47709,3,Employed,29734,1,422,0
41,16308,94781,1,Self-employed,85547,0,556,1
41,17667,32628,0,Self-employed,36130,0,620,0
62,59540,56287,0,Self-employed,87786,0,595,1
54,72246,10127,2,Self-employed,61031,0,595,0
59,88237,58167,1,Unemployed,87348,1,438,1
79,38633,90035,0,Unemployed,93260,1,450,1
68,30479,16652,4,Employed,18024,1,447,0
27,65745,81730,5,Unemployed,38721,0,576,1
68,28424,98292,0,Employed,21790,1,489,0
71,101059,44192,0,Unemployed,28896,0,592,1
36,118534,13588,3,Unemployed,3148,0,587,0
27,83882,5821,4,Self-employed,66002,1,413,0
67,132671,13639,3,Unemployed,34306,0,568,1
40,84341,62087,4,Employed,40323,0,548,0
59,20510,61807,4,Self-employed,15733,1,474,0
56,34794,2623,0,Employed,37508,0,637,1
38,100828,72350,3,Unemployed,26515,1,434,0
73,24271,1073,3,Self-employed,43930,1,456,0
79,57035,96360,5,Self-employed,72493,1,436,1
42,116230,23360,3,Unemployed,75610,1,434,1
42,74971,51670,3,Unemployed,71909,0,603,0
75,100802,16778,2,Unemployed,60050,1,436,0
41,112074,6311,5,Self-employed,42008,0,537,1
40,88046,49595,3,Unemployed,96391,1,409,1
48,31676,76244,3,Employed,41220,1,425,0
64,145479,95102,5,Employed,54422,1,457,1
34,49070,92058,4,Self-employed,43028,1,447,0
34,77442,43280,2,Unemployed,33514,0,583,0
29,86650,55706,0,Self-employed,77833,0,640,0
67,80935,93260,4,Unemployed,69640,1,417,0
39,69702,75258,3,Employed,35227,0,622,0
55,36562,1857,4,Unemployed,76523,1,424,1
22,101692,70491,4,Self-employed,28135,1,491,1
23,145373,14632,5,Employed,20216,1,406,1
24,134248,16628,3,Employed,97530,0,595,1
41,65400,58851,5,Employed,12709,1,450,0
21,72162,43321,2,Employed,94183,0,567,0
45,134084,94771,0,Employed,28423,1,510,0
62,15421,86115,1,Self-employed,39693,1,443,0
41,43242,28083,5,Unemployed,28537,0,581,1
77,17580,24554,0,Self-employed,26905,1,520,0
74,105101,26137,4,Employed,32172,1,483,0
